,Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit
18,CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,United States,Los Angeles,California,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.82,6,9.36
19,CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,United States,Los Angeles,California,Paper,Xerox 1943,146.73,3,68.96
20,CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,United States,Los Angeles,California,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,22.33
21,CA-2011-106376,2011-12-05,2011-12-10,Brendan Sweed,United States,Gilbert,Arizona,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,111.3
22,CA-2011-106376,2011-12-05,2011-12-10,Brendan Sweed,United States,Gilbert,Arizona,Phones,netTALK DUO VoIP Telephone Service,167.97,4,62.99
23,CA-2011-139451,2011-10-12,2011-10-16,Duane Noonan,United States,San Francisco,California,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,4.17
24,CA-2011-139451,2011-10-12,2011-10-16,Duane Noonan,United States,San Francisco,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.2
25,CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,United States,Los Angeles,California,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,6.63
26,CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,United States,Los Angeles,California,Phones,Panasonic Kx-TS550,73.58,2,8.28
27,CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,United States,Los Angeles,California,Paper,Xerox 1995,6.48,1,3.11
28,US-2014-109484,2014-11-07,2014-11-13,Roger Barcio,United States,Portland,Oregon,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,-3.79
29,CA-2014-157833,2014-06-18,2014-06-21,Katherine Ducich,United States,San Francisco,California,Binders,Trimflex Flexible Post Binders,51.31,3,17.96
30,US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,United States,Aurora,Colorado,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.9,6,-26.88
31,US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,United States,Aurora,Colorado,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.84
32,US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,United States,Aurora,Colorado,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.88,3,-25.82
33,CA-2012-110457,2012-03-02,2012-03-06,Dave Kipp,United States,Seattle,Washington,Tables,Hon Racetrack Conference Tables,787.53,3,165.38
34,US-2014-107272,2014-11-06,2014-11-13,Troy Staebel,United States,Phoenix,Arizona,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,2,-1.83
35,US-2014-107272,2014-11-06,2014-11-13,Troy Staebel,United States,Phoenix,Arizona,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7,30.5
36,US-2013-125969,2013-11-07,2013-11-11,Lindsay Shagiari,United States,Los Angeles,California,Chairs,"Global Task Chair, Black",81.42,2,-9.16
37,US-2013-125969,2013-11-07,2013-11-11,Lindsay Shagiari,United States,Los Angeles,California,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.24
38,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Paper,Xerox 195,20.04,3,9.62
39,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Paper,Xerox 1880,35.44,1,16.66
40,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.46
41,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Fasteners,Ideal Clamps,4.02,2,1.97
42,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Binders,GBC Wire Binding Strips,76.18,3,26.66
43,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Supplies,Fiskars Softgrip Scissors,65.88,6,18.45
44,CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,United States,Roseville,California,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.7
45,CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,United States,San Francisco,California,Art,Newell 343,8.82,3,2.38
46,CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,United States,San Francisco,California,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1
47,CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,United States,San Francisco,California,Paper,Xerox 1911,143.7,3,68.98
48,CA-2012-110744,2012-09-07,2012-09-12,Helen Andreada,United States,Pasadena,California,Storage,Safco Industrial Wire Shelving,671.93,7,20.16
49,CA-2013-158834,2013-03-14,2013-03-17,Tamara Willingham,United States,Scottsdale,Arizona,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.77
50,CA-2013-158834,2013-03-14,2013-03-17,Tamara Willingham,United States,Scottsdale,Arizona,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2,15.24
51,CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,United States,San Jose,California,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.27
52,CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,United States,San Jose,California,Paper,Xerox 1883,105.52,4,48.54
53,CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,United States,San Jose,California,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.03
54,CA-2012-118948,2012-05-28,2012-06-03,Neil Knudson,United States,Seattle,Washington,Art,Newell 311,6.63,3,1.79
55,CA-2011-104269,2011-03-01,2011-03-06,Dave Brooks,United States,Seattle,Washington,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2,51.48
56,CA-2013-162733,2013-05-12,2013-05-13,Ted Trevino,United States,Los Angeles,California,Paper,Xerox 1920,5.98,1,2.69
57,CA-2013-154508,2013-11-17,2013-11-21,Ruben Dartt,United States,Carlsbad,New Mexico,Fasteners,Staples,28.4,5,13.35
58,CA-2013-113817,2013-11-08,2013-11-12,Max Jones,United States,Seattle,Washington,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.69
59,CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,United States,Los Angeles,California,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,9.84
60,CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,United States,Los Angeles,California,Paper,Xerox 1913,110.96,2,53.26
61,CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,United States,Los Angeles,California,Chairs,"Global Value Steno Chair, Gray",340.14,7,21.26
62,CA-2011-123260,2011-08-26,2011-08-30,Frank Merwin,United States,Los Angeles,California,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,22.98
63,CA-2012-131457,2012-10-31,2012-11-06,Mary Zewe,United States,Redlands,California,Envelopes,Poly String Tie Envelopes,14.28,7,6.71
64,CA-2011-133690,2011-08-03,2011-08-05,Bruce Stewart,United States,Denver,Colorado,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,-161.88
65,CA-2011-133690,2011-08-03,2011-08-05,Bruce Stewart,United States,Denver,Colorado,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.29
66,CA-2014-108329,2014-12-10,2014-12-15,Laurel Elliston,United States,Whittier,California,Phones,Nortel Business Series Terminal T7208 Digital phone,444.77,4,44.48
67,CA-2013-130162,2013-10-29,2013-11-02,Jonathan Howell,United States,Los Angeles,California,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,26.06
68,CA-2013-130162,2013-10-29,2013-11-02,Jonathan Howell,United States,Los Angeles,California,Phones,Adtran 1202752G1,302.38,3,22.68
69,CA-2014-160514,2014-11-13,2014-11-17,David Bremer,United States,Santa Clara,California,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.75
70,CA-2013-154739,2013-12-11,2013-12-16,Logan Haushalter,United States,San Francisco,California,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,28.14
71,CA-2013-145625,2013-09-12,2013-09-18,Kelly Collister,United States,San Diego,California,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.58
72,CA-2013-145625,2013-09-12,2013-09-18,Kelly Collister,United States,San Diego,California,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,636.0
73,CA-2012-155040,2012-11-10,2012-11-15,Alan Hwang,United States,Brentwood,California,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,35.16
74,CA-2014-163979,2014-12-29,2015-01-03,Kristen Hastings,United States,San Francisco,California,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.49
75,CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,United States,San Francisco,California,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,92.37
76,CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,United States,San Francisco,California,Furnishings,Regeneration Desk Collection,5.28,3,2.32
77,CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,United States,San Francisco,California,Binders,Presstex Flexible Ring Binders,10.92,3,4.1
78,CA-2014-118136,2014-09-17,2014-09-18,Barry Blumstein,United States,Inglewood,California,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.06
79,CA-2014-118136,2014-09-17,2014-09-18,Barry Blumstein,United States,Inglewood,California,Art,Newell 330,5.98,1,1.55
80,CA-2012-130890,2012-11-02,2012-11-06,Jas O'Carroll,United States,Los Angeles,California,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,51.94
81,CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,United States,Portland,Oregon,Fasteners,Staples,141.76,5,47.84
82,CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,United States,Portland,Oregon,Accessories,Microsoft Arc Touch Mouse,239.8,5,47.96
83,CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,United States,Portland,Oregon,Paper,Xerox 216,31.1,6,10.89
84,CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,78.86
85,CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,United States,Colorado Springs,Colorado,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,20.16
86,CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,-24.56
87,CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,United States,Colorado Springs,Colorado,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88
88,CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,United States,Colorado Springs,Colorado,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,9.3
89,CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,United States,Arvada,Colorado,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,3.59
90,CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,United States,Arvada,Colorado,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,52.51
91,CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,United States,Arvada,Colorado,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,1.71
92,CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,United States,Arvada,Colorado,Labels,Avery 509,6.26,3,2.04
93,CA-2011-156601,2011-09-19,2011-09-24,Frank Atkinson,United States,Long Beach,California,Fasteners,OIC Binder Clips,7.16,2,3.58
94,CA-2013-162138,2013-04-24,2013-04-28,Grace Kelly,United States,Hesperia,California,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.74
95,CA-2013-162138,2013-04-24,2013-04-28,Grace Kelly,United States,Hesperia,California,Accessories,Logitech Wireless Headset h800,99.99,1,35.0
96,CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,United States,Los Angeles,California,Binders,Storex Dura Pro Binders,4.75,1,1.6
97,CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,United States,Los Angeles,California,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2,335.99
98,CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,United States,Los Angeles,California,Binders,Avery Non-Stick Binders,14.37,4,4.49
99,CA-2011-129924,2011-07-12,2011-07-17,Alyssa Crouse,United States,San Francisco,California,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,2.8
100,CA-2011-129924,2011-07-12,2011-07-17,Alyssa Crouse,United States,San Francisco,California,Tables,Hon 5100 Series Wood Tables,698.35,3,-17.46
101,CA-2012-128167,2012-06-22,2012-06-26,Ken Lonsdale,United States,Layton,Utah,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.33
102,CA-2014-169901,2014-06-16,2014-06-20,Clay Cheatham,United States,San Francisco,California,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3,4.8
103,CA-2011-123344,2011-09-24,2011-09-29,Julia Dunbar,United States,San Francisco,California,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.48
104,US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,United States,Tucson,Arizona,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,-5.71
105,US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,United States,Tucson,Arizona,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8,179.19
106,US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,United States,Tucson,Arizona,Art,Newell 324,9.24,1,0.92
107,US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,United States,Tucson,Arizona,Accessories,Microsoft Natural Keyboard Elite,479.04,10,-29.94
108,CA-2013-134775,2013-10-29,2013-10-30,Alejandro Savely,United States,San Francisco,California,Paper,Southworth Structures Collection,50.96,7,25.48
109,CA-2013-134775,2013-10-29,2013-10-30,Alejandro Savely,United States,San Francisco,California,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54,3,17.34
110,US-2011-135972,2011-09-21,2011-09-23,Jack Garza,United States,Des Moines,Washington,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,27.72
111,US-2011-135972,2011-09-21,2011-09-23,Jack Garza,United States,Des Moines,Washington,Copiers,Canon PC1080F Personal Copier,1799.97,3,701.99
112,CA-2014-102946,2014-07-01,2014-07-06,Victor Preis,United States,Las Vegas,Nevada,Binders,Tuf-Vin Binders,75.79,3,25.58
113,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,37.79
114,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Copiers,Sharp AL-1530CS Digital Copier,1199.98,3,434.99
115,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Message Book, 4 per Page",27.15,5,13.3
116,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,7,-112.95
117,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,4.65
118,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Labels,Self-Adhesive Removable Labels,28.35,9,13.61
119,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Paper,Xerox 1908,55.98,1,27.43
120,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13,31.45
121,CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,United States,San Francisco,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,2,-18.45
122,CA-2014-142636,2014-11-04,2014-11-08,Kimberly Carter,United States,Seattle,Washington,Paper,Xerox 191,139.86,7,65.73
123,CA-2014-142636,2014-11-04,2014-11-08,Kimberly Carter,United States,Seattle,Washington,Chairs,Global Deluxe Office Fabric Chairs,307.14,4,26.87
124,CA-2014-122105,2014-06-25,2014-06-29,Caroline Jumper,United States,Huntington Beach,California,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,25.9
125,CA-2013-148796,2013-04-15,2013-04-19,Philip Brown,United States,Los Angeles,California,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38
126,CA-2014-110478,2014-03-05,2014-03-10,Sung Pak,United States,Los Angeles,California,Art,American Pencil,9.32,4,2.7
127,CA-2014-110478,2014-03-05,2014-03-10,Sung Pak,United States,Los Angeles,California,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,7.02
128,CA-2011-142048,2011-06-22,2011-06-25,Joel Eaton,United States,Louisville,Colorado,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,6,56.57
129,US-2011-110674,2011-02-13,2011-02-19,Sanjit Chand,United States,Concord,California,Chairs,"Global Geo Office Task Chair, Gray",129.57,2,-24.29
130,CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,United States,Seattle,Washington,Appliances,3M Office Air Cleaner,103.92,4,36.37
131,CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,United States,Seattle,Washington,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,377.96
132,CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,United States,Seattle,Washington,Binders,Acco D-Ring Binder w/DublLock,51.31,3,18.6
133,CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,United States,Phoenix,Arizona,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.07
134,CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,United States,Phoenix,Arizona,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.48
135,CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,United States,Phoenix,Arizona,Binders,Poly Designer Cover & Back,28.49,5,-20.89
136,CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,United States,Phoenix,Arizona,Supplies,Premier Electric Letter Opener,185.38,2,-34.76
137,CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,United States,Phoenix,Arizona,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2,5.87
138,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.41
139,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2,10.48
140,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Phones,Samsung Galaxy Note 3,703.97,4,88.0
141,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,24.98
142,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,28.82
143,CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,United States,San Francisco,California,Paper,Xerox 1912,94.85,5,45.53
144,CA-2013-103891,2013-07-13,2013-07-20,Kristen Hastings,United States,Los Angeles,California,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.18
145,CA-2011-134677,2011-10-06,2011-10-10,Xylona Preis,United States,San Diego,California,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,1.91
146,CA-2014-140963,2014-06-11,2014-06-14,Michelle Tran,United States,Los Angeles,California,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8
147,CA-2014-140963,2014-06-11,2014-06-14,Michelle Tran,United States,Los Angeles,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.17,5,-30.25
148,CA-2014-140963,2014-06-11,2014-06-14,Michelle Tran,United States,Los Angeles,California,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.5
149,CA-2013-169166,2013-05-10,2013-05-15,Sonia Sunley,United States,Seattle,Washington,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.16
150,CA-2013-126158,2013-07-26,2013-08-01,Sanjit Chand,United States,Costa Mesa,California,Binders,Clear Mylar Reinforcing Strips,119.62,8,40.37
151,CA-2013-126158,2013-07-26,2013-08-01,Sanjit Chand,United States,Costa Mesa,California,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.84
152,CA-2013-126158,2013-07-26,2013-08-01,Sanjit Chand,United States,Costa Mesa,California,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,18.12
153,CA-2013-126158,2013-07-26,2013-08-01,Sanjit Chand,United States,Costa Mesa,California,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.87
154,US-2013-105578,2013-05-31,2013-06-05,Maribeth Yedwab,United States,Parker,Colorado,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08
155,US-2013-105578,2013-05-31,2013-06-05,Maribeth Yedwab,United States,Parker,Colorado,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,-11.96
156,US-2013-105578,2013-05-31,2013-06-05,Maribeth Yedwab,United States,Parker,Colorado,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,50.1
157,US-2013-105578,2013-05-31,2013-06-05,Maribeth Yedwab,United States,Parker,Colorado,Binders,Storex Flexible Poly Binders with Double Pockets,2.38,3,-1.9
158,US-2013-105578,2013-05-31,2013-06-05,Maribeth Yedwab,United States,Parker,Colorado,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,1,11.89
159,CA-2014-163405,2014-12-22,2014-12-26,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 327,6.63,3,1.79
160,CA-2014-163405,2014-12-22,2014-12-26,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 317,5.88,2,1.71
161,CA-2014-127432,2014-01-23,2014-01-28,Alan Dominguez,United States,Great Falls,Montana,Copiers,Canon Image Class D660 Copier,2999.95,5,1379.98
162,CA-2014-127432,2014-01-23,2014-01-28,Alan Dominguez,United States,Great Falls,Montana,Storage,Advantus Rolling Storage Box,51.45,3,13.89
163,CA-2014-127432,2014-01-23,2014-01-28,Alan Dominguez,United States,Great Falls,Montana,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,5.38
164,CA-2014-127432,2014-01-23,2014-01-28,Alan Dominguez,United States,Great Falls,Montana,Storage,Tennsco Single-Tier Lockers,1126.02,3,56.3
165,US-2013-139486,2013-05-22,2013-05-24,Logan Haushalter,United States,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,55.18,3,-12.41
166,US-2013-139486,2013-05-22,2013-05-24,Logan Haushalter,United States,Los Angeles,California,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,27.17
167,CA-2012-102848,2012-11-07,2012-11-09,Karen Bern,United States,Los Angeles,California,Chairs,Safco Contoured Stacking Chairs,190.72,1,11.92
168,US-2014-129441,2014-09-08,2014-09-12,Jasper Cacioppo,United States,Los Angeles,California,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,2.4
169,CA-2013-126613,2013-07-11,2013-07-17,Allen Armold,United States,Mesa,Arizona,Storage,Sterilite Officeware Hinged File Box,16.77,2,1.47
170,CA-2013-136924,2013-07-15,2013-07-18,Erin Smith,United States,Tucson,Arizona,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86,8,38.09
